title,price,artwork_detail,edition_detail,dimensions,,,,,,,
Off-Road, SOLD, Mixed Media Collage, Signed Original, 152cm x 112cm,,,,,,,
Slum Landfill Sunset, å£4--300.00, Acrylic on Canvas, Signed Original, 91cm x 51cm,,,,,,,
Smiling Girl White Blouse, å£2--240.00, Enamel on Aluminium, Signed Original (framed), 10cm x 14.5cm,,,,,,,
Pamela Anderson-- Playboy, SOLD, Colour Chip Collage on Fabriano 5 Paper, Signed Original, 69cm x 93cm (Framed),,,,,,,
Landing, SOLD, Acrylic with Gold Leaf on Canvas, Signed Original , 121.5cm x 131.5cm,,,,,,,
Hello America, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Forget-Me-Not Meadow Box, SOLD, Glass with Geometry Screenprint and 6 Painted Bees, Framed with a Cyanotype Shadow Print of Meadow Plant, Signed Original, 25cm x 25cm x 6cm (Framed),,,,,,
Bound, å£5--500.00, Oil on Canvas, Signed Original, 160cm x 120cm ,,,,,,,
Darjeeling, SOLD, Paper Collage, Signed Original Framed, 72cm x 102cm,,,,,,,
The Balance, SOLD, handcut stencil and spray paint on canvas, Signed Original , 92cm x 122cm,,,,,,,
Sometimes I Think Things Look Better Dead, å£12--000.00, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 149cm x 137.5cm x 10cm,,,,
The Best Nipples in London (Mint Green), SOLD, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 70cm x 90cm x 4cm,,,,,,,
Savage Young, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Frida Kahlo-- Vogue Mexico, SOLD, Colour Chip Collage on Fabriano 5 Paper, Signed Original, 70cm x 94cm (Framed),,,,,,,
Study for Art Therapy, SOLD, åÊAcrylic on Wood, Signed Original , 55.5cm x 72.5cm,,,,,,,
High Rise, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Owl Fractal Star, å£7--500.00, Screenprint on Glass, Mounted with Geometry on Paper, Signed Original, 132.3cm x 132.3cm (Framed),,,,,,
Stella, SOLD, Paper Collage, Signed Original Framed, 72cm x 102cm,,,,,,,
The Beaumarchais Vandal, SOLD, handcut stencil and spray paint on canvas, Signed Original , ,,,,,,,
Take Me I‰Ûªm Yours, SOLD, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 98cm x 33.5cm x 8cm,,,,
The Best Nipples in London (Pink), SOLD, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 70cm x 90cm x 4cm,,,,,,,
School Photo No.1, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Damien Hirst-- Tondo, SOLD, Colour Chip Collage on Giclee Print, Signed Original, 42cm x 42cm (Framed),,,,,,,
Our Kiddies , SOLD, Acrylic on Wood with Mixed MediaåÊ, Signed Original , 80cm x 110cm,,,,,,,
Kindness of Women, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Sound Triptych Archive Box, å£3--000.00, 3 Meadow Screenprints and Circuit Board with Sensor and Box with Brass Hinges (Including Bowers and Wilkins headphones), Signed Original, 79cm x 64cm,,,,,,,
Synthesis: 1, å£4--500.00, Oil on Canvas, Signed Original , 120cm x 120cm,,,,,,,
The More You Felt-- The Better You Feel, SOLD, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 82cm x 57cm x 10cm,,,,
Can You Keep It Up (Pink), å£900.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 100cm x 90cm x 4cm,,,,,,,
School Photo No.2, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Second in Command, å£2--240.00, Enamel on Aluminium, Signed Original (framed), 9cm x 10cm,,,,,,,
Nick Smith-- Self Portrait Tondo, SOLD, Colour Chip Collage on Giclee Print, Signed Original, 42cm x 42cm (Framed),,,,,,,
Just Because You're Paranoid Doesn't Mean They're Not After You, SOLD, Acrylic on Handmade Watercolour Paper with Gold Leaf, Signed Original , 63cm x 83cm,,,,,,,
Kingdom Come, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Yellow Rattle Meadow Box, å£1--400.00, Glass with Geometry Screenprint and 6 Painted Bees, Framed with a Cyanotype Shadow Print of Meadow Plant, Signed Original, 25cm x 25cm x 6cm (Framed),,,,,,
Plexus, å£5--500.00, Oil on Canvas, Signed Original , 120cm x 160cm ,,,,,,,
I Died to Haunt You, å£4--000.00, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 58cm x 61.5cm x 9cm,,,,
Can You Keep It Up (Blue), å£900.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 100cm x 90cm x 4cm,,,,,,,
School Photo No.3, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Lydia as a Baby (Pink), å£6--000.00, Oil  &amp; Acrylic on Canvas, Signed Original (framed), 100cm x 140cm,,,,,,,
Medusa-- Tondo, SOLD, Colour Chip Collage on Giclee Print, Signed Original, 44cm x 46cm (Framed),,,,,,,
I Dreamt About You Last Night, SOLD, Acrylic with Mixed Media on Handmade Watercolour Paper, Signed Original , 63cm x 83cm,,,,,,,
Millenium People, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Eden, å£6--000.00, Painting on Canvas, Signed Original, 60cm x 150cm x 121.4cm (Framed in Perspex),,,,,,,
Synthesis: 2, å£4--500.00, Oil on Canvas, Signed Original , 120cm x 120cm,,,,,,,
Smiler , SOLD, Signed 2D Collage, Framed, Original, 69.5cm x 90cm,,,,,,
Seeker (Nr2), å£4--800.00, Oil on Canvas, Signed Original , 130cm x 130cm,,,,,,,
World Without Shame (Dark Purple), å£1--500.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 120cm x 90cm x 4cm,,,,,,,
Self Portrait With Chest Pain, SOLD, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Lydia as a Baby (Silver), å£6--000.00, Oil  &amp; Acrylic on Canvas, Signed Original (framed), 100cm x 140cm,,,,,,,
Untitled 4, SOLD, Colour Etching on paper, Signed Limited Edition of  (framed), 41.5cm x 50cm,,,,,,,
Son of Man-- Tondo, SOLD, Colour Chip Collage on Giclee Print, Signed Original, 72cm x 74cm (Framed),,,,,,,
Study For One Day I Was Free, SOLD, Acrylic on Handmade Watercolour Paper, Signed Original , 63cm x 83cm,,,,,,,
Miracles of Life, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Creation, å£6--000.00, Drawing on Paper, Signed Original, 158.3cm x 158.3cm (Framed),,,,,,,
Back To Nature   , SOLD, Signed 3D Collage, Framed, Original , 113cm x 62cm x 12cm,,,,,,
Sickness & Disease, SOLD, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 19cm x 96.5cm x 5cm,,,,
Picture Perfect, SOLD, Original 3D Collage, Framed, Original , 54cm x 63cm x 12cm,,,,,,
World Without Shame (Sky Blue), å£1--500.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 120cm x 90cm x 4cm,,,,,,,
Sleep, SOLD, Graphite on Paper with Acrylic and Poster Paint, Signed Original (framed), 42cm x 59.4cm,,,,,,,
Future Fashion Blogger, å£2--000.00, Enamel on Aluminium, Signed Original (framed), 9cm x 12cm,,,,,,,
Karl Lagerfeld-- Tondo, SOLD, Colour Chip Collage on Giclee Print, Signed Original, 90cm x 92cm (Framed),,,,,,,
Running Wild, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Dragonfly Snake and Bee, å£3--000.00, Drawing on Paper, Signed Original, 155.3cm x 105.3cm (Framed),,,,,,,
World Without Shame (Red), å£1--500.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 120cm x 90cm x 4cm,,,,,,,
The Banquet, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Frida Kahlo-- Tondo 1, SOLD, Colour Chip Collage on Giclee Print,  Signed Original, 90cm x 90cm (Framed),,,,,,,
Future Stripper, å£2--360.00, Enamel on Aluminium, Signed Original (framed), 9cm x 12cm,,,,,,,
Rushing to Paradise, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Meadow Owl, å£4--000.00, Drawing and Painting on Paper, Signed Original, 105.3cm x 155.3cm (Framed),,,,,,,
All‰Ûªs Fair in Felt & War, SOLD, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 62cm x 54cm x 6cm,,,,
The Neighbourhood , å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Frida Kahlo-- Tondo 2, SOLD, Colour Chip Collage on Giclee Print, Signed Original, 90cm x 90cm (Framed),,,,,,,
The Quick and the Dead, å£2--000.00, Enamel on Aluminium, Signed Original (framed), 9cm x 12cm,,,,,,,
Short Stories Vol 1, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
The Snake and The Mouse, å£2--750.00, Drawing on Paper, Signed Original, 81.8cm x 97.2cm (Framed),,,,,,,
Octopus III, POA, Watercolour, Original , 76cm x 56cm,,,,,,,
The Runaway, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
What Do You Want‰Û_?, SOLD, Enamel on Aluminium, Signed Original (framed), 9.5cm x 11cm,,,,,,,
Ai Weiwei-- Dazed and Confused 2011, å£650.00, Colour Chip Collage on Dazed and Cofused Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Short Stories Vol 2, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Garden of Eve, å£5--000.00, Painting on Glass with Sandblasted Geometry and Drawing on Paper, Signed Original, 63cm x 93cm,,,,,,,
The Sleepover, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Girl with Auburn Hair, å£1--600.00, Enamel on Aluminium, Signed Original (framed), 9cm x 11cm,,,,,,,
Basquiat-- New York Times-- 2015, å£650.00, Colour Chip Collage on New York Times Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Super Cannes, SOLD, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Tree Bumble Bee, å£3--000.00, Drawing and Painting on Paper, Signed Original, 85cm x 94cm,,,,,,,
The Soft of My Bones, å£1--250.00, Graphite on Paper with Poster Paint, Signed Original (framed), 42cm x 59.4cm,,,,,,,
Night Vision, å£1--800.00, Enamel on Aluminium, Signed Original (framed), 9.5cm x 14.5cm,,,,,,,
Banksy-- Time Out-- 2011, SOLD, Colour Chip Collage on Time Out Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Unlimited Dream Company, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
11am, å£650.00, Graphite on Paper, Signed Original (framed), 21cm x 29.7cm,,,,,,,
Anna‰Ûªs Big Moment, å£2--300.00, Enamel on Aluminium , Signed Original (framed), 13cm x 19cm,,,,,,,
After Sir Edwin Landseer-- Monarch of the Glen, SOLD, Oil on Canvas, Signed Original , 158cm x 158cm,,,,,,,
Lucian Freud-- Telegraph 2007, å£650.00, Colour Chip Collage on Telegraph Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Here's Hoping, SOLD, Graphite on Paper with Poster Paint, Signed Original (framed), 21cm x 29.7cm,,,,,,,
Something Dirty from Paris, SOLD, , Signed Original (framed), 5.5cm x 6.6cm,,,,,,,
Pablo Picasso-- The Times 1974, SOLD, Colour Chip Collage on The Times Magazine , Signed Original, 34cm X 41cm (Framed),,,,,,,
23 Bees of Eve, å£5--000.00, Enamel Paint on Glass, Signed Original , 62cm x 94cm (Framed),,,,,,,
Bleed Like Me , SOLD, Wood, Felt, Copper, Lycra and Acrylic , Edition of 1, Complete with Signed CertificateåÊof Authenticity, 110cm X 25cm X 25cm,,,
Kept Out, SOLD, Graphite on Paper, Signed Original (framed), 21cm x 29.7cm,,,,,,,
Scarlett (Blue Background), å£1--800.00, Enamel on Aluminium, Signed Original (framed), 12cm x 15cm,,,,,,,
Francis Bacon-- Art&Auction; 1990, å£650.00, Colour Chip Collage on Art&amp;Auction; Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Mezarine Blue (Extinct British Butterflies), å£2--400.00, Drawing on Paper, Signed Original (framed), 83cm x 83cm,,,,,,,
Marie, å£650.00, Graphite on Paper, Signed Original (framed), 21cm x 29.7cm,,,,,,,
Nil By Mouth, SOLD, Felt and Perspex, Original, 100cm x 95cm ,,,,,,,
Head of the Family (Red), å£1--800.00, Enamel on Aluminium  , Signed Original (framed) , 16cm x 9cm,,,,,,,
David Hockney-- The Guardian 2015, SOLD, Colour Chip Collage on The Guardian Magazine , Signed Original, 34cm X 41cm (Framed),,,,,,,
Dragonfly and the Egg, å£2--400.00, Drawing on Paper, Signed Original (framed), 83cm x 83cm,,,,,,,
God Save The Queen, SOLD, Felt, Velvet, Thread, Diamantes, Pearls, Acrylic, Edition of 1, Complete with SignedåÊCertificateåÊof Authenticity, 150cm X 70cm X 70cm,
Marthyr, SOLD, Graphite on Paper, Signed Original (framed), 21cm x 29.7cm,,,,,,,
Michael Jackson with Parrot, å£1--760.00, Enamel on Aluminium, Signed Original (framed), 6.5cm x 7cm,,,,,,,
Damien Hirst-- Dazed and Confused 1997, å£650.00, Colour Chip Collage on Dazed and Confused Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Dragon-Flower, å£2--400.00, Drawing on Paper, Signed Original (framed), 86cm x 86cm,,,,,,,
Midday, SOLD, Graphite on Paper, Signed Original (framed), 21cm x 29.7cm,,,,,,,
How Can I Resist You, å£2--840.00, Enamel on Aluminium, Signed Original (framed) , 20cm x 14.5cm ,,,,,,,
Kanye-- Time 2015, SOLD, Colour Chip Collage on Time Magazine , Signed Original, 34cm X 41cm (Framed),,,,,,,
Bee-Moth, å£2--400.00, Drawing on Paper, Signed Original (framed), 86cm x 86cm,,,,,,,
Miniature Diversion, å£650.00, Graphite on Paper with Acrylic, Signed Original (framed), 21cm x 29.7cm,,,,,,,
Kate Moss-- Vogue 1998, SOLD, Colour Chip Collage on Vogue Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Mori, SOLD, Graphite on Paper, Signed Original (framed), 21cm x 29.7cm,,,,,,,
I‰Ûªm In The Zone, å£2--240.00, Enamel on Aluminium, Signed Original (framed), 13.5cm x 10.5cm,,,,,,,
Kate Moss-- Vogue 1999, SOLD, Colour Chip Collage on Vogue Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Geometry of the Butterfly ‰ÛÒ Silver Grey, å£500.00, Responsible Sourced Butterfly over drawn geometry, Signed Unique, ,,,,,,,
Morton, å£650.00, Graphite on Paper, Signed Original (framed), 21cm x 29.7cm,,,,,,,
Male Model, SOLD, Enamel on Aluminium, Signed Original (framed), 6cm x 8cm,,,,,,,
Kate Moss-- Vogue 2003, SOLD,  Colour Chip Collage on Vogue Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Geometry of the Butterfly ‰ÛÒ  Sand Brown, å£500.00, Responsible Sourced Butterfly over drawn geometry, Signed Unique, 15cm x 15cm (Framed),,,,,,,
Not Happy With It , SOLD, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Madelaine Love, å£1--760.00, Enamel on Aluminium, Signed Original (framed), 18cm x 18cm,,,,,,,
David Bowie-- NME-- 2016, SOLD, Colour Chip Collage on NME Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Pthyla , å£650.00, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Smiling Girl in a Black Hat, å£2--000.00, Enamel on Aluminium, Signed Original (framed), 11cm x 11cm ,,,,,,,
Obama-- Time 2009, SOLD, Colour Chip Collage on Time Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Quietly, SOLD, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Dawn at Stratford, å£2--120.00, Enamel on Aluminium, Signed Original (framed), 9.5cm x 11.5cm,,,,,,,
Vivienne Westwood-- ID 2012, SOLD, Colour Chip Collage on ID Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Sally Sparkles, å£4--000.00, Collage and Mixed Media on Board, Signed Original, 107cm x 137cm,,,,,,,
Quiver, SOLD, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Wary Child, å£1--800.00, Enamel on Aluminium, Signed Original (framed), 8.5cm x 7cm,,,,,,,
Karl Lagerfeld-- Harper's Bazaar 2016, SOLD, Colour Chip Collage on Harper's Bazaar Magazine , Signed Original, 34cm X 41cm (Framed),,,,,,,
Memoirs of Rainbow, å£4--750.00, Neon Glass and High Density Foam, Palladium Leaf and Aluminium, Signed Original , 45cm x 95cm x 13cm,,,,,,
Biscunts, SOLD, Painted Ceramic, Signed Original , 30cm x 22cm,,,,,,,
Relic, å£650.00, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Big Girl from Faust, å£6--000.00, Oil and Graphite on Canvas, Signed Original (framed), 176cm x 215cm,,,,,,,
Moon Landing-- The Times 1969, SOLD, Colour Chip Collage on The Times Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Sebastian, å£650.00, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Lydia's Dad, å£6--000.00, Oil &amp; Acrylic on Canvas, Signed Original (framed), 120cm x 150cm,,,,,,,
Pamela Anderson-- Playboy 2016, SOLD, Colour Chip Collage on Playboy Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
Spirit no.25, SOLD, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Look Away...Now, å£2--480.00, Enamel on Aluminium, Signed Original (framed), 15cm x 12cm,,,,,,,
Cara Delevingne-- Esquire-- 2016, SOLD, Colour Chip Collage on Esquire Magazine , Signed Original, 34cm X 41cm (Framed),,,,,,,
Stung, å£650.00, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Pretty Norwegian Boy Full Face, SOLD, Enamel on Aluminium, Signed Original (framed), 13cm x 21cm,,,,,,,
Ultra Deluxe Powerpill    , POA, Steel Frame, Swarovski Crystals, Fiberglass and Screenprinted Glass , Signed Original , 78cm x 78cm ,,,,,
Donald Trump-- Playboy 1990, SOLD, Colour Chip Collage on Playboy Magazine, Signed Original, 34cm X 41cm (Framed),,,,,,,
The Librarian, å£650.00, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Spanking Nanny, SOLD, Enamel on Aluminium, Signed Original (framed), 10.5cm x 13.5cm,,,,,,,
Claudia Schiffer-- Vogue 2011, SOLD, Colour Chip Collage on Vogue Magazine , Signed Original, 34cm X 41cm (Framed),,,,,,,
Holi / Diosa #2, å£1--800.00, Screen Print Spray and Paint on Three Layers of Glass, Signed Original , 64cm x 64cm,,,,,,,
James : Lonestar, SOLD, Screenprint, Spray Paint, KRINK &amp; Diamond Dust, Signed on Reverse, 57 x 77 x 7 cm (Framed),,,,,
The Trapeze Artists Daughter, å£650.00, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
The Black Shape on the Right is Your Future Demise..., å£2--300.00, Enamel on Aluminium, Signed Original (framed), 20cm x 14cm,,,,,,,
Love is the Drug Deluxe    , POA, Laser-Cut Sheet Metal &amp; Coloured Swarovski Crystals, Signed Original , 130cm x 130cm,,,,,,,
Chapter 10-- Part 2, å£3--200.00, 608 Colour Chip Collage on Fabriano 5 Paper, Signed Original, 76cm x 70cm (Framed),,,,,,,
What Now Diptych, SOLD, Graphite on Paper with Poster Paint, Signed Original (framed), 21cm x 29.7cm,,,,,,,
HOLI Collection:  Mandala XL, å£5--500.00, Hand sprayed multi-layered stencil on 3 layers of glass,Screen print &amp; spray paint on aluminium background, Signed Original (framed), 120cm x 120cm,,,,,,
No, å£650.00, Graphite on Paper , Signed Original (framed), 21cm x 29.7cm,,,,,,,
Jean-Michel : Copyleft, å£1--800.00, Screenprint, Spray Paint, KRINK &amp; Diamond Dust, Signed on Reverse, 57 x 77 x 7 cm (Framed),,,,,
A MidsummeråÊNight's DreamåÊ(Pink-- Black-- Blue-- Red)åÊ, å£3--400.00, Colour Chip Collage on Fabriano 5 Paper, Signed Originals , 74cm x 74cm,,,,,,,
Capulet's Orchard-- Romeo and Juliet Shakespeare-- 1597, å£4--600.00,1,150 Colour Chip Collage on Somerset Paper, Signed Original, 105cm x 85cm (Framed),,,,,,
Sniff Ass Glue , POA, Mix media on paper, Original , 54cm x 71.5cm,,,,,,,
Manchester United , SOLD, Mix media on paper, Original , 132cm x 102cm,,,,,,,
Kate Moss , POA, Silkscreen &amp;Mixed; Media original on paper, Original , 93cm x 112cm,,,,,,,
Rates of Attrition, å£6--500.00, International bank notes, gold &amp; acrylic on gesso panel, Signed Original (framed), 75cm x 75cm,,,,,,
Deathstar Remington Purple Mao, å£6--500.00, International bank notes, gold &amp; acrylic on gesso panel, Signed Original (framed), 75cm x 75cm,,,,,,
Untitled Canvas 2014, å£5--000.00, Ink on Canvas, Signed Original, 222cm x 152cm,,,,,,,
Untitled 1-- 2014, å£700.00, Ink on Paper, Signed Original, 76cm x 56cm,,,,,,,
Untitled 25-- 2014, å£700.00, Ink on Paper, Signed Original, 76cm x 56cm,,,,,,,
Untitled 26-- 2014, å£700.00, Ink on Paper, Signed Original, 76cm x 56cm,,,,,,,
Untitled 27-- 2014, å£850.00, Ink on Paper, Signed Original (framed), 85.5cm x 65.5cm  ,,,,,,,
Untitled 39-- 2014, å£700.00, Ink on Paper, Signed Original, 76cm x 56cm,,,,,,,
Untitled 44-- 2014, å£700.00, Ink on Paper, Signed Original, 76cm x 56cm,,,,,,,
Selfie, å£2--250.00, Oil on Canvas, Signed Original Diptych, 100cm x 50cm,,,,,,,
Generator, å£2--100.00, Oil on Canvas, Original , 100cm x 100cm,,,,,,,
Homemade Hero, å£3--000.00, Oil with gold, silver and copper leaf on Canvas , Signed Original , 100cm x 100cm,,,,,,
Inertia Creeps, SOLD, Spray Paint on Canvas, Signed Original , 85cm x 120cm,,,,,,,
Losing Days, å£2--950.00, Spray Paint on Canvas, Signed Original , 83cm x 126cm,,,,,,,
Flowing Away, å£2--800.00, Spray Paint on Canvas, Signed Original , 120cm x 75cm,,,,,,,
Behind the Light, SOLD, Collage mixed media on board , Signed Original , 100cm x 150cm,,,,,,,
Power to The People, POA, Panel Mosaic Tile, Screenprint, Mixed Media, Signed Original , 200cm x 110cm,,,,,
The Root of All Evil, å£2--950.00, Spray Paint and Acrylic on Wood with a Multiple-Layered Resin Finish, Signed Original , 80cm x 80cm,,,,,,,
Nothing But Love ( Lips x 9 ), SOLD, Gold leaf, Charcoal and Gesso, Signed Original Set of 9, 22cm x 22cm Each,,,,,,
Edo City Untitled 1, å£4--800.00, Spray Paint on Canvas , Signed Original, 100cm x 100cm ,,,,,,,
Edo City Untitled 2, å£4--800.00, Spray Paint on Canvas , Signed Original, 100cm x 100cm ,,,,,,,
Edo City Untitled 3, å£4--800.00, Spray Paint on Canvas , Signed Original, 100cm x 100cm ,,,,,,,
Edo City Untitled 4, å£4--800.00, Spray Paint on Canvas , Signed Original, 100cm x 100cm ,,,,,,,
Edo City Untitled 5, å£4--800.00, Spray Paint on Canvas , Signed Original, 100cm x 100cm ,,,,,,,
Nothing But Love (Silver lips x 9), å£0.00, Silver Leaf, Charoal, Gesso on Archival Paper, Signed Original Set of 9, 17cm X 17cm Each,,,,,
Ode to Matisse No.6 , SOLD, Collage on Paper, Original, 124cm x 114cm (Framed),,,,,,,
My Boy Isaac, å£1--800.00, 6-Layer Silkscreen on Canvas, Signed Original, 85cm x 65cm,,,,,,,
Pug Love, å£7--650.00, Faience and Gold, Painted on Glass , Signed Original, 12cm x 67cm,,,,,,
Horny housewives, å£1--200.00, Mixed Media, Signed Original, 37.5cm x 46cm,,,,,,,
Come play with me, å£1--200.00, Mixed Media, Signed Original, 37.5cm x 46cm,,,,,,,
Mad in England, å£1--500.00, Mixed Media, Signed Original, 37.5cm x 46cm,,,,,,,
Unfit mother, å£1--500.00, Mixed Media, Signed Original, 37.5cm x 46cm,,,,,,,
Now is your time, å£7--800.00, Oil on Linen, Signed Original, 180cm x 75cm x 8cm,,,,,,,
False state of grace II, å£2--400.00, Oil on Linen, Signed Original, 30cm x 39cm,,,,,,,
Fragments #36, å£800.00, Oil on Canvas, Signed Original, 25.2cm x 32.9cm,,,,,,,
Fragments #47, å£800.00, Oil on Canvas, Signed Original, 25.2cm x 32.9cm,,,,,,,
If I Could Climb-- I Would Squeeze the Shit Out of You, å£7--600.00, Acrylic on Panel, Signed Original, 165cm x 140cm,,,,,,,
Flash Point, å£1--900.00, Oil on Board, Signed Original, 54cm x 74cm (Framed),,,,,,,
Refraction, å£1--900.00, Oil on Board, Signed Original, 54cm x 74cm (Framed),,,,,,,
The Casting Light, å£3--250.00, Oil on Board, Signed Original, 87cm x 76cm (Framed),,,,,,,
From the Depths, SOLD, Acrylic on Canvas, Signed Original, 51cm x 76.5cm,,,,,,,
In My Own Bubble, SOLD, Acrylic on Canvas, Signed Original, 90cm x 60cm,,,,,,,
Breaking the Surface, å£3--400.00, Acrylic on Canvas, Signed Original, 77cm x 102cm,,,,,,,
Underneath, å£2--900.00, Oil on Birch, Signed Original, 61cm x 92cm ,,,,,,,
The Power Within, å£5--500.00, Graphite, Charcoal, Ink, and Various Pure Gold (22, Lemon, Champagne, Rose, 24k) on Cotton, Signed Original, 168cm x 92cm
The End of the Beginning (Butterfly), å£1--100.00, 22k Gold, Ink, Charcoal and Graphite on Cotton, Signed Original, 69cm x 46cm,,,,,
The End of the Beginning (Moth), å£1--100.00, 22k Gold, Ink, Charcoal and Graphite on Cotton, Signed Original, 69cm x 46cm,,,,,
Syriacus , å£2--600.00, Vinyl on Black Plexiglass, Signed Original, 65cm x 65cm (Framed),,,,,,,
Observance 2, å£3--200.00, Antique Church Stained-Glass, Lead, Copper, Cctv Mount., Signed Original, 41cm x 28cm x 15cm (approx.),,,,
Observance 3, å£3--200.00, Antique Church Stained-Glass, Lead, Copper, Cctv Mount., Signed Original, 41cm x 28cm x 15cm (approx.),,,,
Dream Time, SOLD, Earthenware with Platinum, Signed Unique, 60cm x 32cm,,,,,,,
Rainbow Target, å£3--600.00, 3D vacuum Painted Plastic, Signed Limited Edition of 100, 70cm diameter,,,,,,,
Victims of Circumstance, å£790.00, 3-D Paper Collage, Signed Original, 21 x 28 x 4.4cm,,,,,,,
Scum, SOLD, Carved Soap, Signed Unique, 18.5cm x 15cm x 4.5cm (Framed) ,,,,,,,
Zira, å£550.00, 3-D Paper Collage , Signed Original , 30 x 22 x 4.5cm,,,,,,,
 Vandal V Parliament, å£250.00, Porcelain, Limited Edition of 1000, 23cm x 16cm,,,,,,,
